"","UniProt_Name","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"3855","Q9NXE4;H7C1Q6;C9J647;F8WF03;F2Z2I0;F2Z2W5;H7C235;H7C2J2;H7C0W5","Q9NXE4;H7C1Q6;C9J647;F8WF03;F2Z2I0;F2Z2W5;H7C235;H7C2J2;H7C0W5","Q9NXE4;H7C1Q6","6;3;2;1;1;1;1;1;1","6;3;2;1;1;1;1;1;1","6;3;2;1;1;1;1;1;1","Sphingomyelin phosphodiesterase 4;Sphingomyelin phosphodiesterase 4 (Fragment)",9,6,6,6
"3856","Q9NXF1;A0A0A0MSR3","Q9NXF1;A0A0A0MSR3","Q9NXF1","7;1","7;1","7;1","Testis-expressed protein 10",2,7,7,7
"3857","Q9NXG2;H3BNW0","Q9NXG2;H3BNW0","Q9NXG2","4;1","4;1","4;1","THUMP domain-containing protein 1",2,4,4,4
"3858","Q9NXH8","Q9NXH8","Q9NXH8","3","3","3","Torsin-4A",1,3,3,3
"3859","Q9NXV6;J3KNE1;D6RGD2","Q9NXV6;J3KNE1;D6RGD2","Q9NXV6","4;1;1","4;1;1","4;1;1","CDKN2A-interacting protein",3,4,4,4
"3860","Q9NXX6","Q9NXX6","Q9NXX6","1","1","1","Non-structural maintenance of chromosomes element 4 homolog A",1,1,1,1
"3861","Q9NY12","Q9NY12","Q9NY12","2","2","2","H/ACA ribonucleoprotein complex subunit 1",1,2,2,2
"3862","Q9NY15","Q9NY15","Q9NY15","32","32","32","Stabilin-1",1,32,32,32
"3863","Q9NY27","Q9NY27","Q9NY27","1","1","1","Serine/threonine-protein phosphatase 4 regulatory subunit 2",1,1,1,1
"3864","Q9NY33;G3V1D3;G3V180;E9PQ14;E9PPK9;E9PKK8;E9PNX5;E9PQF2","Q9NY33;G3V1D3;G3V180;E9PQ14;E9PPK9;E9PKK8;E9PNX5;E9PQF2","Q9NY33;G3V1D3;G3V180","22;21;21;10;6;5;4;2","22;21;21;10;6;5;4;2","22;21;21;10;6;5;4;2","Dipeptidyl peptidase 3;Dipeptidyl peptidase 3;Dipeptidyl peptidase 3",8,22,22,22
"3865","Q9NY61","Q9NY61","Q9NY61","3","3","3","Protein AATF",1,3,3,3
"3866","Q9NYH9","Q9NYH9","Q9NYH9","2","2","2","U3 small nucleolar RNA-associated protein 6 homolog",1,2,2,2
"3867","Q9NYL2;C9J3F7","Q9NYL2;C9J3F7","Q9NYL2","3;1","3;1","3;1","Mitogen-activated protein kinase kinase kinase 20",2,3,3,3
"3868","Q9NYU1;A6NP03;A0A1W2PQ18;E7EMU6","Q9NYU1;A6NP03;A0A1W2PQ18;E7EMU6","Q9NYU1","6;1;1;1","4;1;1;1","4;1;1;1","UDP-glucose:glycoprotein glucosyltransferase 2",4,6,4,4
"3869","Q9NYU2;H7BZG0;F8WCI2;F8WCE6","Q9NYU2;H7BZG0;F8WCI2;F8WCE6","Q9NYU2","37;3;1;1","37;3;1;1","35;2;1;1","UDP-glucose:glycoprotein glucosyltransferase 1",4,37,37,35
"3870","Q9NZ01;M0R2N5;M0R3C3;M0R329","Q9NZ01;M0R2N5;M0R3C3;M0R329","Q9NZ01;M0R2N5","10;9;4;1","10;9;4;1","10;9;4;1","Very-long-chain enoyl-CoA reductase;Very-long-chain enoyl-CoA reductase",4,10,10,10
"3871","Q9NZ08;H0Y9X5;D6RAL9","Q9NZ08;H0Y9X5;D6RAL9","Q9NZ08","16;4;2","16;4;2","16;4;2","Endoplasmic reticulum aminopeptidase 1",3,16,16,16
"3872","Q9NZ32;G3V524;G3V2Q5;G3V5Y4;F6S9Y6;V9GYX7;H0YJE8;G3V4K6","Q9NZ32;G3V524;G3V2Q5;G3V5Y4;F6S9Y6;V9GYX7;H0YJE8;G3V4K6","Q9NZ32;G3V524;G3V2Q5;G3V5Y4;F6S9Y6;V9GYX7","4;3;3;3;3;3;1;1","4;3;3;3;3;3;1;1","4;3;3;3;3;3;1;1","Actin-related protein 10;Actin-related protein 10;Actin-related protein 10;Actin-related protein 10;Actin-related protein 10;Actin-related protein 10 (Fragment)",8,4,4,4
"3873","Q9NZ45","Q9NZ45","Q9NZ45","1","1","1","CDGSH iron-sulfur domain-containing protein 1",1,1,1,1
"3874","Q9NZB2;A0A0C4DG79;A0A494C0Y9;A0A0C4DH52;Q5T035","Q9NZB2;A0A0C4DG79;A0A494C0Y9;A0A0C4DH52;Q5T035","Q9NZB2;A0A0C4DG79","29;18;7;5;1","29;18;7;5;1","28;18;7;4;1","Constitutive coactivator of PPAR-gamma-like protein 1;Constitutive coactivator of PPAR-gamma-like protein 1 (Fragment)",5,29,29,28
"3875","Q9NZC3;H3BNA5;H3BU22;H3BRL5","Q9NZC3;H3BNA5;H3BU22;H3BRL5","Q9NZC3;H3BNA5;H3BU22;H3BRL5","2;1;1;1","2;1;1;1","2;1;1;1","Glycerophosphodiester phosphodiesterase 1;Glycerophosphodiester phosphodiesterase 1 (Fragment);Glycerophosphodiester phosphodiesterase 1;Glycerophosphodiester phosphodiesterase 1 (Fragment)",4,2,2,2
"3876","Q9NZD8;H0YML6;H0YLD7;H0YLW1;H0YLT5;H0YKM6;H0YMB7;H0YKB0;H3BRR0","Q9NZD8;H0YML6;H0YLD7;H0YLW1;H0YLT5;H0YKM6;H0YMB7;H0YKB0;H3BRR0","Q9NZD8;H0YML6;H0YLD7;H0YLW1;H0YLT5;H0YKM6;H0YMB7;H0YKB0;H3BRR0","2;1;1;1;1;1;1;1;1","2;1;1;1;1;1;1;1;1","2;1;1;1;1;1;1;1;1","Maspardin;Maspardin (Fragment);Maspardin (Fragment);Maspardin (Fragment);Maspardin (Fragment);Maspardin;Maspardin (Fragment);Maspardin (Fragment);Maspardin",9,2,2,2
"3877","Q9NZH8","Q9NZH8","Q9NZH8","2","2","2","Interleukin-36 gamma",1,2,2,2
"3878","Q9NZI7;C9JWL3;F8WEP8;F8VX55;Q12800","Q9NZI7;C9JWL3;F8WEP8;F8VX55;Q12800","Q9NZI7","4;1;1;1;1","4;1;1;1;1","4;1;1;1;1","Upstream-binding protein 1",5,4,4,4
"3879","Q9NZI8","Q9NZI8","Q9NZI8","14","11","11","Insulin-like growth factor 2 mRNA-binding protein 1",1,14,11,11
"3880","Q9NZJ4;B2REB0;H0Y6M8","Q9NZJ4;B2REB0;H0Y6M8","Q9NZJ4","18;4;4","18;4;4","18;4;4","Sacsin",3,18,18,18
"3881","Q9NZL9;E5RJR3;H7C0X7","Q9NZL9;E5RJR3;H7C0X7","Q9NZL9","6;2;1","6;2;1","6;2;1","Methionine adenosyltransferase 2 subunit beta",3,6,6,6
"3882","Q9NZM1;H0YD14;REV__H0YEL7;REV__A0A5F9ZHH9;REV__A0A5F9ZHD4;REV__A0A5F9ZHJ7;REV__A0A5F9ZI66;REV__A0A5F9ZHJ0;REV__P24752;REV__A0A5F9ZHL1","Q9NZM1;H0YD14;REV__H0YEL7;REV__A0A5F9ZHH9;REV__A0A5F9ZHD4;REV__A0A5F9ZHJ7;REV__A0A5F9ZI66;REV__A0A5F9ZHJ0;REV__P24752;REV__A0A5F9ZHL1","Q9NZM1;H0YD14","101;56;1;1;1;1;1;1;1;1","101;56;1;1;1;1;1;1;1;1","99;55;1;1;1;1;1;1;1;1","Myoferlin;Myoferlin (Fragment)",10,101,101,99
"3883","Q9NZN3","Q9NZN3","Q9NZN3","15","7","7","EH domain-containing protein 3",1,15,7,7
"3884","Q9NZN4","Q9NZN4","Q9NZN4","26","26","25","EH domain-containing protein 2",1,26,26,25
"3885","Q9NZQ7","Q9NZQ7","Q9NZQ7","2","2","2","Programmed cell death 1 ligand 1",1,2,2,2
"3886","Q9NZU1","Q9NZU1","Q9NZU1","1","1","1","Leucine-rich repeat transmembrane protein FLRT1",1,1,1,1
"3887","Q9NZV1;H7C1Z0;H7C2T6","Q9NZV1;H7C1Z0;H7C2T6","Q9NZV1","5;1;1","5;1;1","5;1;1","Cysteine-rich motor neuron 1 protein",3,5,5,5
"3888","Q9NZZ3","Q9NZZ3","Q9NZZ3","2","2","2","Charged multivesicular body protein 5",1,2,2,2
"3889","Q9P015;E5RHF4;E5RIZ4","Q9P015;E5RHF4;E5RIZ4","Q9P015;E5RHF4;E5RIZ4","12;9;9","12;9;9","12;9;9","39S ribosomal protein L15, mitochondrial;39S ribosomal protein L15, mitochondrial (Fragment);39S ribosomal protein L15, mitochondrial (Fragment)",3,12,12,12
"3890","Q9P016","Q9P016","Q9P016","3","3","3","Thymocyte nuclear protein 1",1,3,3,3
"3891","Q9P035;H3BS72;H3BPZ1;H3BRL8;H3BMZ1","Q9P035;H3BS72;H3BPZ1;H3BRL8;H3BMZ1","Q9P035;H3BS72;H3BPZ1","10;9;8;4;3","10;9;8;4;3","10;9;8;4;3","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3;Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase;Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase",5,10,10,10
"3892","Q9P0J1;E5RIE5;E5RI96;E5RIV4","Q9P0J1;E5RIE5;E5RI96;E5RIV4","Q9P0J1","4;1;1;1","4;1;1;1","4;1;1;1","[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",4,4,4,4
"3893","Q9P0K7;D6RB27;D6R9G4;D6RBY4;D6REL2;D6R9G6;D6RF74;D6RE17;D6RB25;D6RBW6","Q9P0K7;D6RB27;D6R9G4;D6RBY4;D6REL2;D6R9G6;D6RF74;D6RE17;D6RB25;D6RBW6","Q9P0K7","19;2;2;2;2;2;2;2;1;1","19;2;2;2;2;2;2;2;1;1","19;2;2;2;2;2;2;2;1;1","Ankycorbin",10,19,19,19
"3894","Q9P0L0;J3QKM9","Q9P0L0;J3QKM9","Q9P0L0","12;1","11;1","11;1","Vesicle-associated membrane protein-associated protein A",2,12,11,11
"3895","Q9P0M6;Q5SQT3","Q9P0M6;Q5SQT3","Q9P0M6","10;4","9;3","9;3","Core histone macro-H2A.2",2,10,9,9
"3896","Q9P0V3;C9JF25;C9JED2","Q9P0V3;C9JF25;C9JED2","Q9P0V3","8;1;1","8;1;1","8;1;1","SH3 domain-binding protein 4",3,8,8,8
"3897","Q9P253;H0YMC9;H0YLM6","Q9P253;H0YMC9;H0YLM6","Q9P253","7;1;1","7;1;1","7;1;1","Vacuolar protein sorting-associated protein 18 homolog",3,7,7,7
"3898","Q9P258","Q9P258","Q9P258","15","15","15","Protein RCC2",1,15,15,15
"3899","Q9P265","Q9P265","Q9P265","7","7","6","Disco-interacting protein 2 homolog B",1,7,7,6
"3900","Q9P266","Q9P266","Q9P266","11","11","11","Junctional protein associated with coronary artery disease",1,11,11,11
"3901","Q9P291","Q9P291","Q9P291","7","7","7","Armadillo repeat-containing X-linked protein 1",1,7,7,7
"3902","Q9P299;J3KRJ9;J3QLS7","Q9P299;J3KRJ9;J3QLS7","Q9P299;J3KRJ9","3;2;1","3;2;1","3;2;1","Coatomer subunit zeta-2;Coatomer subunit zeta (Fragment)",3,3,3,3
"3903","Q9P2B4;B1AMN7","Q9P2B4;B1AMN7","Q9P2B4;B1AMN7","2;1","2;1","2;1","CTTNBP2 N-terminal-like protein;CTTNBP2 N-terminal-like protein (Fragment)",2,2,2,2
"3904","Q9P2C4","Q9P2C4","Q9P2C4","2","2","2","Transmembrane protein 181",1,2,2,2
"3905","Q9P2D3","Q9P2D3","Q9P2D3","2","2","2","HEAT repeat-containing protein 5B",1,2,2,2
"3906","Q9P2E9;A0A087WVV2;F8W7S5;A0A087WU26;A2A2S5;V9GY78;H0YDJ4;H9KV85;E9PN67;C9J066;Q8N4C6","Q9P2E9;A0A087WVV2;F8W7S5;A0A087WU26;A2A2S5;V9GY78;H0YDJ4;H9KV85;E9PN67;C9J066;Q8N4C6","Q9P2E9;A0A087WVV2;F8W7S5","72;63;55;23;8;5;1;1;1;1;1","72;63;55;23;8;5;1;1;1;1;1","72;63;55;23;8;5;1;1;1;1;1","Ribosome-binding protein 1;Ribosome-binding protein 1;Ribosome-binding protein 1",11,72,72,72
"3907","Q9P2G1","Q9P2G1","Q9P2G1","2","2","2","Ankyrin repeat and IBR domain-containing protein 1",1,2,2,2
"3908","Q9P2I0;H0YJF4","Q9P2I0;H0YJF4","Q9P2I0","6;1","6;1","6;1","Cleavage and polyadenylation specificity factor subunit 2",2,6,6,6
"3909","Q9P2J5","Q9P2J5","Q9P2J5","20","20","20","Leucine--tRNA ligase, cytoplasmic",1,20,20,20
"3910","Q9P2K8;H0YME5;H0YND8","Q9P2K8;H0YME5;H0YND8","Q9P2K8;H0YME5","5;4;1","5;4;1","5;4;1","eIF-2-alpha kinase GCN2;eIF-2-alpha kinase GCN2 (Fragment)",3,5,5,5
"3911","Q9P2N5;U3KPZ7","Q9P2N5;U3KPZ7","Q9P2N5;U3KPZ7","3;2","2;1","2;1","RNA-binding protein 27;Uncharacterized protein",2,3,2,2
"3912","Q9P2Q2;Q5T376","Q9P2Q2;Q5T376","Q9P2Q2;Q5T376","2;1","2;1","2;1","FERM domain-containing protein 4A;FERM domain containing 4A, isoform CRA_c (Fragment)",2,2,2,2
"3913","Q9P2R3;I3L3P8","Q9P2R3;I3L3P8","Q9P2R3","12;3","12;3","12;3","Rabankyrin-5",2,12,12,12
"3914","Q9P2X0","Q9P2X0","Q9P2X0","1","1","1","Dolichol-phosphate mannosyltransferase subunit 3",1,1,1,1
"3915","Q9UBB4;A0A1W2PQD2;B1AHE4;B1AHE3","Q9UBB4;A0A1W2PQD2;B1AHE4;B1AHE3","Q9UBB4;A0A1W2PQD2","10;7;4;3","10;7;4;3","10;7;4;3","Ataxin-10;Ataxin-10",4,10,10,10
"3916","Q9UBB5;J3KSA7;A0A087WT34;A0A087X1H1;A0A0A0MTS6;K7EIE8;X6RBL6;O95983","Q9UBB5;J3KSA7;A0A087WT34;A0A087X1H1;A0A0A0MTS6;K7EIE8;X6RBL6;O95983","Q9UBB5","3;1;1;1;1;1;1;1","3;1;1;1;1;1;1;1","3;1;1;1;1;1;1;1","Methyl-CpG-binding domain protein 2",8,3,3,3
"3917","Q9UBB9;H0Y4U8","Q9UBB9;H0Y4U8","Q9UBB9;H0Y4U8","3;2","3;2","3;2","Tuftelin-interacting protein 11;Tuftelin-interacting protein 11 (Fragment)",2,3,3,3
"3918","Q9UBF2","Q9UBF2","Q9UBF2","8","5","5","Coatomer subunit gamma-2",1,8,5,5
"3919","Q9UBG0;J3QQZ6;E7EME3","Q9UBG0;J3QQZ6;E7EME3","Q9UBG0","9;2;2","9;2;2","9;2;2","C-type mannose receptor 2",3,9,9,9
"3920","Q9UBG3","Q9UBG3","Q9UBG3","1","1","1","Cornulin",1,1,1,1
"3921","Q9UBI6","Q9UBI6","Q9UBI6","2","2","2","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12",1,2,2,2
"3922","Q9UBM7;E9PM00;E9PJ54;H0YE57;E9PRL8;E9PQ71;E9PIP9","Q9UBM7;E9PM00;E9PJ54;H0YE57;E9PRL8;E9PQ71;E9PIP9","Q9UBM7;E9PM00","6;3;2;2;1;1;1","6;3;2;2;1;1;1","6;3;2;2;1;1;1","7-dehydrocholesterol reductase;7-dehydrocholesterol reductase (Fragment)",7,6,6,6
"3923","Q9UBQ7;U3KQ56","Q9UBQ7;U3KQ56","Q9UBQ7;U3KQ56","11;8","11;8","11;8","Glyoxylate reductase/hydroxypyruvate reductase;Glyoxylate reductase/hydroxypyruvate reductase",2,11,11,11
"3924","Q9UBR2","Q9UBR2","Q9UBR2","2","2","2","Cathepsin Z",1,2,2,2
"3925","Q9UBS4;H7C2Y5","Q9UBS4;H7C2Y5","Q9UBS4","9;3","9;3","9;3","DnaJ homolog subfamily B member 11",2,9,9,9
"3926","Q9UBT2;K7EPL2;U3KQ55;K7ES38;K7ESK7;U3KQ93","Q9UBT2;K7EPL2;U3KQ55;K7ES38;K7ESK7;U3KQ93","Q9UBT2;K7EPL2","16;9;2;2;2;1","16;9;2;2;2;1","16;9;2;2;2;1","SUMO-activating enzyme subunit 2;SUMO-activating enzyme subunit 2 (Fragment)",6,16,16,16
"3927","Q9UBU6","Q9UBU6","Q9UBU6","1","1","1","Protein FAM8A1",1,1,1,1
"3928","Q9UBU9;E9PIN3;B4E227;H0YDU0;E9PLA7","Q9UBU9;E9PIN3;B4E227;H0YDU0;E9PLA7","Q9UBU9;E9PIN3;B4E227","6;4;3;2;1","6;4;3;2;1","6;4;3;2;1","Nuclear RNA export factor 1;Nuclear RNA export factor 1 (Fragment);Nuclear RNA export factor 1",5,6,6,6
"3929","Q9UBV2","Q9UBV2","Q9UBV2","4","4","4","Protein sel-1 homolog 1",1,4,4,4
"3930","Q9UDR5;F8WE53;F8WAH1","Q9UDR5;F8WE53;F8WAH1","Q9UDR5;F8WE53;F8WAH1","2;1;1","2;1;1","2;1;1","Alpha-aminoadipic semialdehyde synthase, mitochondrial;Alpha-aminoadipic semialdehyde synthase, mitochondrial;Alpha-aminoadipic semialdehyde synthase, mitochondrial",3,2,2,2
"3931","Q9UDT6;H7C4L6","Q9UDT6;H7C4L6","Q9UDT6","6;2","6;2","5;2","CAP-Gly domain-containing linker protein 2",2,6,6,5
"3932","Q9UDY4;C9JUL4","Q9UDY4;C9JUL4","Q9UDY4;C9JUL4","12;6","12;6","11;6","DnaJ homolog subfamily B member 4;DnaJ homolog subfamily B member 4 (Fragment)",2,12,12,11
"3933","Q9UER7","Q9UER7","Q9UER7","1","1","1","Death domain-associated protein 6",1,1,1,1
"3934","Q9UEW8","Q9UEW8","Q9UEW8","2","1","1","STE20/SPS1-related proline-alanine-rich protein kinase",1,2,1,1
"3935","Q9UEY8","Q9UEY8","Q9UEY8","9","9","9","Gamma-adducin",1,9,9,9
"3936","Q9UFM8;Q9Y639","Q9UFM8;Q9Y639","Q9UFM8;Q9Y639","2;2","2;2","2;2","Neuroplastin (Fragment);Neuroplastin",2,2,2,2
"3937","Q9UFN0","Q9UFN0","Q9UFN0","2","2","2","Protein NipSnap homolog 3A",1,2,2,2
"3938","Q9UG63;C9JHK9;C9JZV3","Q9UG63;C9JHK9;C9JZV3","Q9UG63","7;2;2","7;2;2","7;2;2","ATP-binding cassette sub-family F member 2",3,7,7,7
"3939","Q9UGI8;F8W7T0;H7BYK1","Q9UGI8;F8W7T0;H7BYK1","Q9UGI8","7;2;1","7;2;1","7;2;1","Testin",3,7,7,7
"3940","Q9UGP8;A6PVC9","Q9UGP8;A6PVC9","Q9UGP8","13;3","13;3","13;3","Translocation protein SEC63 homolog",2,13,13,13
"3941","Q9UGR2","Q9UGR2","Q9UGR2","8","8","8","Zinc finger CCCH domain-containing protein 7B",1,8,8,8
"3942","Q9UH62;H3BV87","Q9UH62;H3BV87","Q9UH62","4;1","4;1","4;1","Armadillo repeat-containing X-linked protein 3",2,4,4,4
"3943","Q9UH65;E7EMB1;E9PJM7;E9PJK8","Q9UH65;E7EMB1;E9PJM7;E9PJK8","Q9UH65;E7EMB1","15;14;3;2","15;14;3;2","15;14;3;2","Switch-associated protein 70;Switch-associated protein 70",4,15,15,15
"3944","Q9UH99;B0QY60;B0QY68;B0QY66;B0QY67;B0QY64","Q9UH99;B0QY60;B0QY68;B0QY66;B0QY67;B0QY64","Q9UH99","11;3;1;1;1;1","11;3;1;1;1;1","11;3;1;1;1;1","SUN domain-containing protein 2",6,11,11,11
"3945","Q9UHB6;F8VQE1;F8VS07;F8VRN8;F8VVQ7;F8VTU2","Q9UHB6;F8VQE1;F8VS07;F8VRN8;F8VVQ7;F8VTU2","Q9UHB6;F8VQE1;F8VS07;F8VRN8","19;17;12;11;2;2","19;17;12;11;2;2","19;17;12;11;2;2","LIM domain and actin-binding protein 1;LIM domain and actin-binding protein 1;LIM domain and actin-binding protein 1;LIM domain and actin-binding protein 1",6,19,19,19
"3946","Q9UHB9;K7EN53;K7EQC2","Q9UHB9;K7EN53;K7EQC2","Q9UHB9","17;1;1","17;1;1","17;1;1","Signal recognition particle subunit SRP68",3,17,17,17
"3947","Q9UHD8;K7ENL0;K7EL40;K7EJV0;K7EPY1;K7EK18;K7ER52;K7EIE4;K7EQD7;K7EJ51;K7ELJ9;K7ER14;K7EIR4;K7EKN4;K7EN52;K7ENQ5;K7EJZ2;K7EJL9;K7ERG1;K7ER34","Q9UHD8;K7ENL0;K7EL40;K7EJV0;K7EPY1;K7EK18;K7ER52;K7EIE4;K7EQD7;K7EJ51;K7ELJ9;K7ER14;K7EIR4;K7EKN4;K7EN52;K7ENQ5;K7EJZ2;K7EJL9;K7ERG1;K7ER34","Q9UHD8","24;8;8;7;7;7;6;6;6;5;4;4;3;3;3;3;3;2;1;1","24;8;8;7;7;7;6;6;6;5;4;4;3;3;3;3;3;2;1;1","24;8;8;7;7;7;6;6;6;5;4;4;3;3;3;3;3;2;1;1","Septin-9",20,24,24,24
"3948","Q9UHD9","Q9UHD9","Q9UHD9","3","2","2","Ubiquilin-2",1,3,2,2
"3949","Q9UHG3;F8W8W4;C9K055;C9JGT6;C9JM55","Q9UHG3;F8W8W4;C9K055;C9JGT6;C9JM55","Q9UHG3;F8W8W4","8;4;3;1;1","8;4;3;1;1","8;4;3;1;1","Prenylcysteine oxidase 1;Prenylcysteine oxidase 1",5,8,8,8
"3950","Q9UHI6","Q9UHI6","Q9UHI6","2","2","2","Probable ATP-dependent RNA helicase DDX20",1,2,2,2
"3951","Q9UHL4;R4GNE8;R4GMV4;R4GN05;R4GMR2;R4GMU5","Q9UHL4;R4GNE8;R4GMV4;R4GN05;R4GMR2;R4GMU5","Q9UHL4","9;4;2;2;2;1","9;4;2;2;2;1","9;4;2;2;2;1","Dipeptidyl peptidase 2",6,9,9,9
"3952","Q9UHN6;F5H6B2","Q9UHN6;F5H6B2","Q9UHN6;F5H6B2","3;2","3;2","3;2","Cell surface hyaluronidase;Cell surface hyaluronidase",2,3,3,3
"3953","Q9UHQ9;H7C0R7","Q9UHQ9;H7C0R7","Q9UHQ9;H7C0R7","5;3","5;3","5;3","NADH-cytochrome b5 reductase 1;NADH-cytochrome b5 reductase 1 (Fragment)",2,5,5,5
"3954","Q9UHY1;F8W6G1;C9JHZ6","Q9UHY1;F8W6G1;C9JHZ6","Q9UHY1;F8W6G1","4;3;1","4;3;1","4;3;1","Nuclear receptor-binding protein;Nuclear receptor-binding protein",3,4,4,4
"3955","Q9UI09;F8VRD8;H0YIT1;H0YID5","Q9UI09;F8VRD8;H0YIT1;H0YID5","Q9UI09;F8VRD8","3;2;1;1","3;2;1;1","3;2;1;1","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12",4,3,3,3
"3956","Q9UI12;G3V126;E5RK31;E5RJG1;E5RG49;E5RHH0","Q9UI12;G3V126;E5RK31;E5RJG1;E5RG49;E5RHH0","Q9UI12;G3V126","4;3;1;1;1;1","4;3;1;1;1;1","4;3;1;1;1;1","V-type proton ATPase subunit H;V-type proton ATPase subunit H",6,4,4,4
"3957","Q9UIA9;E7ESC6;H0YBE1","Q9UIA9;E7ESC6;H0YBE1","Q9UIA9;E7ESC6","15;14;7","15;14;7","15;14;7","Exportin-7;Exportin-7",3,15,15,15
"3958","Q9UIG0","Q9UIG0","Q9UIG0","14","14","14","Tyrosine-protein kinase BAZ1B",1,14,14,14
"3959","Q9UII2;A0A0B4J230","Q9UII2;A0A0B4J230","Q9UII2","5;2","5;2","5;2","ATPase inhibitor, mitochondrial",2,5,5,5
"3960","Q9UIJ7","Q9UIJ7","Q9UIJ7","4","4","4","GTP:AMP phosphotransferase AK3, mitochondrial",1,4,4,4
"3961","Q9UIQ6","Q9UIQ6","Q9UIQ6","7","7","7","Leucyl-cystinyl aminopeptidase",1,7,7,7
"3962","Q9UJ70;H7C3G9;C9JEV6;H7C1L7;H0YEB7;H7C286;H0YE82;H0YF44;E9PPU6;H0YC94","Q9UJ70;H7C3G9;C9JEV6;H7C1L7;H0YEB7;H7C286;H0YE82;H0YF44;E9PPU6;H0YC94","Q9UJ70;H7C3G9;C9JEV6;H7C1L7;H0YEB7","10;9;7;6;5;4;3;2;1;1","10;9;7;6;5;4;3;2;1;1","10;9;7;6;5;4;3;2;1;1","N-acetyl-D-glucosamine kinase;N-acetyl-D-glucosamine kinase;N-acetyl-D-glucosamine kinase;N-acetyl-D-glucosamine kinase;N-acetyl-D-glucosamine kinase (Fragment)",10,10,10,10
"3963","Q9UJ83;B3KPX4;C9J306;C9JJM7","Q9UJ83;B3KPX4;C9J306;C9JJM7","Q9UJ83;B3KPX4","5;3;2;1","5;3;2;1","5;3;2;1","2-hydroxyacyl-CoA lyase 1;2-hydroxyacyl-CoA lyase 1",4,5,5,5
"3964","Q9UJS0;R4GN64","Q9UJS0;R4GN64","Q9UJS0","19;4","19;4","13;4","Calcium-binding mitochondrial carrier protein Aralar2",2,19,19,13
"3965","Q9UJU6;B4DDD6;H0Y5J4;F8WBG8;F8WC20;F8WBB2;F8WFE1;F2Z2V3;F8WB73;F8WCK3;F2Z3E3","Q9UJU6;B4DDD6;H0Y5J4;F8WBG8;F8WC20;F8WBB2;F8WFE1;F2Z2V3;F8WB73;F8WCK3;F2Z3E3","Q9UJU6;B4DDD6;H0Y5J4","13;11;10;3;2;2;2;1;1;1;1","13;11;10;3;2;2;2;1;1;1;1","13;11;10;3;2;2;2;1;1;1;1","Drebrin-like protein;Drebrin-like protein;Drebrin-like protein (Fragment)",11,13,13,13
"3966","Q9UJV9","Q9UJV9","Q9UJV9","2","2","2","Probable ATP-dependent RNA helicase DDX41",1,2,2,2
"3967","Q9UJW0;E5RI97;E5RGG1;H9KVE0;E5RK21","Q9UJW0;E5RI97;E5RGG1;H9KVE0;E5RK21","Q9UJW0","8;3;3;3;1","8;3;3;3;1","8;3;3;3;1","Dynactin subunit 4",5,8,8,8
"3968","Q9UJX3;H0YIW2","Q9UJX3;H0YIW2","Q9UJX3","3;1","3;1","3;1","Anaphase-promoting complex subunit 7",2,3,3,3
"3969","Q9UJX5;D6RAP6","Q9UJX5;D6RAP6","Q9UJX5;D6RAP6","2;1","2;1","2;1","Anaphase-promoting complex subunit 4;Anaphase-promoting complex subunit 4 (Fragment)",2,2,2,2
"3970","Q9UK58","Q9UK58","Q9UK58","1","1","1","Cyclin-L1",1,1,1,1
"3971","Q9UK59","Q9UK59","Q9UK59","2","2","2","Lariat debranching enzyme",1,2,2,2
"3972","Q9UKD2","Q9UKD2","Q9UKD2","5","5","5","mRNA turnover protein 4 homolog",1,5,5,5
"3973","Q9UKF6;G5E9W3","Q9UKF6;G5E9W3","Q9UKF6;G5E9W3","7;6","7;6","7;6","Cleavage and polyadenylation specificity factor subunit 3;Cleavage and polyadenylation specific factor 3, 73kDa, isoform CRA_b",2,7,7,7
"3974","Q9UKG1;C9K0C4;C9JAB0","Q9UKG1;C9K0C4;C9JAB0","Q9UKG1","5;2;1","5;2;1","5;2;1","DCC-interacting protein 13-alpha",3,5,5,5
"3975","Q9UKJ3","Q9UKJ3","Q9UKJ3","1","1","1","G patch domain-containing protein 8",1,1,1,1
"3976","Q9UKK3","Q9UKK3","Q9UKK3","22","22","22","Protein mono-ADP-ribosyltransferase PARP4",1,22,22,22
"3977","Q9UKM7;H0YGV7;H0YG20;H0YGQ1","Q9UKM7;H0YGV7;H0YG20;H0YGQ1","Q9UKM7;H0YGV7;H0YG20","4;3;3;1","4;3;3;1","4;3;3;1","Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase;alpha-1,2-Mannosidase;alpha-1,2-Mannosidase",4,4,4,4
